t,y,vy,ay,Unnamed: 4
111.933,,,,
111.95,,,,
111.967,,,,
111.983,,,,
112.0,-11.58,-0.07361,0.05679,
112.017,,,,
112.033,,,,
112.05,,,,
112.067,,,,
112.083,,,,
112.1,,,,
112.117,,,,
112.133,,,,
112.15,,,,
112.167,,,,
112.183,,,,
112.2,,,,
112.217,,,,
112.233,,,,
112.25,,,,
112.267,,,,
112.283,,,,
112.3,,,,
112.317,,,,
112.333,,,,
112.35,,,,
112.367,,,,
112.383,,,,
112.4,,,,
112.417,,,,
112.433,,,,
112.45,,,,
112.467,,,,
112.483,,,,
112.5,,,,
112.517,,,,
112.533,,,,
112.55,,,,
112.567,,,,
112.583,,,,
112.6,,,,
112.617,,,,
112.633,,,,
112.65,,,,
112.667,-11.6,-0.04417,0.03155,
112.683,,,,
112.7,,,,
112.717,,,,
112.733,,,,
112.75,,,,
112.767,,,,
112.783,,,,
112.8,,,,
112.817,,,,
112.833,,,,
112.85,,,,
112.867,,,,
112.883,,,,
112.9,,,,
112.917,,,,
112.933,,,,
112.95,,,,
112.967,,,,
112.983,,,,
113.0,,,,
113.017,,,,
113.033,,,,
113.05,,,,
113.067,,,,
113.083,,,,
113.1,,,,
113.117,,,,
113.133,,,,
113.15,,,,
113.167,,,,
113.183,,,,
113.2,,,,
113.217,,,,
113.233,,,,
113.25,,,,
113.267,,,,
113.283,,,,
113.3,,,,
113.317,,,,
113.333,-11.64,-0.04417,-0.00631,
113.35,,,,
113.367,,,,
113.383,,,,
113.4,,,,
113.417,,,,
113.433,,,,
113.45,,,,
113.467,,,,
113.483,,,,
113.5,,,,
113.517,,,,
113.533,,,,
113.55,,,,
113.567,,,,
113.583,,,,
113.6,,,,
113.617,,,,
113.633,,,,
113.65,,,,
113.667,,,,
113.683,,,,
113.7,,,,
113.717,,,,
113.733,,,,
113.75,,,,
113.767,,,,
113.783,,,,
113.8,,,,
113.817,,,,
113.833,,,,
113.85,,,,
113.867,,,,
113.883,,,,
113.9,,,,
113.917,,,,
113.933,,,,
113.95,,,,
113.967,,,,
113.983,,,,
114.0,-11.66,-0.04417,-0.01893,
114.017,,,,
114.033,,,,
114.05,,,,
114.067,,,,
114.083,,,,
114.1,,,,
114.117,,,,
114.133,,,,
114.15,,,,
114.167,,,,
114.183,,,,
114.2,,,,
114.217,,,,
114.233,,,,
114.25,,,,
114.267,,,,
114.283,,,,
114.3,,,,
114.317,,,,
114.333,,,,
114.35,,,,
114.367,,,,
114.383,,,,
114.4,,,,
114.417,,,,
114.433,,,,
114.45,,,,
114.467,,,,
114.483,,,,
114.5,,,,
114.517,,,,
114.533,,,,
114.55,,,,
114.567,,,,
114.583,,,,
114.6,,,,
114.617,,,,
114.633,,,,
114.65,,,,
114.667,-11.7,-0.07361,-0.09465,
114.683,,,,
114.7,,,,
114.717,,,,
114.733,,,,
114.75,,,,
114.767,,,,
114.783,,,,
114.8,,,,
114.817,,,,
114.833,,,,
114.85,,,,
114.867,,,,
114.883,,,,
114.9,,,,
114.917,,,,
114.933,,,,
114.95,,,,
114.967,,,,
114.983,,,,
115.0,,,,
115.017,,,,
115.033,,,,
115.05,,,,
115.067,,,,
115.083,,,,
115.1,,,,
115.117,,,,
115.133,,,,
115.15,,,,
115.167,,,,
115.183,,,,
115.2,,,,
115.217,,,,
115.233,,,,
115.25,,,,
115.267,,,,
115.283,,,,
115.3,,,,
115.317,,,,
115.333,-11.76,-0.162,0.03155,
115.35,,,,
115.367,,,,
115.383,,,,
115.4,,,,
115.417,,,,
115.433,,,,
115.45,,,,
115.467,,,,
115.483,,,,
115.5,,,,
115.517,,,,
115.533,,,,
115.55,,,,
115.567,,,,
115.583,,,,
115.6,,,,
115.617,,,,
115.633,,,,
115.65,,,,
115.667,,,,
115.683,,,,
115.7,,,,
115.717,,,,
115.733,,,,
115.75,,,,
115.767,,,,
115.783,,,,
115.8,,,,
115.817,,,,
115.833,,,,
115.85,,,,
115.867,,,,
115.883,,,,
115.9,,,,
115.917,,,,
115.933,,,,
115.95,,,,
115.967,,,,
115.983,,,,
116.0,-11.92,-0.07361,0.08203,
116.017,,,,
116.033,,,,
116.05,,,,
116.067,,,,
116.083,,,,
116.1,,,,
116.117,,,,
116.133,,,,
116.15,,,,
116.167,,,,
116.183,,,,
116.2,,,,
116.217,,,,
116.233,,,,
116.25,,,,
116.267,,,,
116.283,,,,
116.3,,,,
116.317,,,,
116.333,,,,
116.35,,,,
116.367,,,,
116.383,,,,
116.4,,,,
116.417,,,,
116.433,,,,
116.45,,,,
116.467,,,,
116.483,,,,
116.5,,,,
116.517,,,,
116.533,,,,
116.55,,,,
116.567,,,,
116.583,,,,
116.6,,,,
116.617,,,,
116.633,,,,
116.65,,,,
116.667,-11.86,0.01472,0.05679,
116.683,,,,
116.7,,,,
116.717,,,,
116.733,,,,
116.75,,,,
116.767,,,,
116.783,,,,
116.8,,,,
116.817,,,,
116.833,,,,
116.85,,,,
116.867,,,,
116.883,,,,
116.9,,,,
116.917,,,,
116.933,,,,
116.95,,,,
116.967,,,,
116.983,,,,
117.0,,,,
117.017,,,,
117.033,,,,
117.05,,,,
117.067,,,,
117.083,,,,
117.1,,,,
117.117,,,,
117.133,,,,
117.15,,,,
117.167,,,,
117.183,,,,
117.2,,,,
117.217,,,,
117.233,,,,
117.25,,,,
117.267,,,,
117.283,,,,
117.3,,,,
117.317,,,,
117.333,-11.9,-0.04417,-0.05679,
117.35,,,,
117.367,,,,
117.383,,,,
117.4,,,,
117.417,,,,
117.433,,,,
117.45,,,,
117.467,,,,
117.483,,,,
117.5,,,,
117.517,,,,
117.533,,,,
117.55,,,,
117.567,,,,
117.583,,,,
117.6,,,,
117.617,,,,
117.633,,,,
117.65,,,,
117.667,,,,
117.683,,,,
117.7,,,,
117.717,,,,
117.733,,,,
117.75,,,,
117.767,,,,
117.783,,,,
117.8,,,,
117.817,,,,
117.833,,,,
117.85,,,,
117.867,,,,
117.883,,,,
117.9,,,,
117.917,,,,
117.933,,,,
117.95,,,,
117.967,,,,
117.983,,,,
118.0,-11.92,-0.04417,-0.00631,
118.017,,,,
118.033,,,,
118.05,,,,
118.067,,,,
118.083,,,,
118.1,,,,
118.117,,,,
118.133,,,,
118.15,,,,
118.167,,,,
118.183,,,,
118.2,,,,
118.217,,,,
118.233,,,,
118.25,,,,
118.267,,,,
118.283,,,,
118.3,,,,
118.317,,,,
118.333,,,,
118.35,,,,
118.367,,,,
118.383,,,,
118.4,,,,
118.417,,,,
118.433,,,,
118.45,,,,
118.467,,,,
118.483,,,,
118.5,,,,
118.517,,,,
118.533,,,,
118.55,,,,
118.567,,,,
118.583,,,,
118.6,,,,
118.617,,,,
118.633,,,,
118.65,,,,
118.667,-11.95,-0.05889,-0.0631,
118.683,,,,
118.7,,,,
118.717,,,,
118.733,,,,
118.75,,,,
118.767,,,,
118.783,,,,
118.8,,,,
118.817,,,,
118.833,,,,
118.85,,,,
118.867,,,,
118.883,,,,
118.9,,,,
118.917,,,,
118.933,,,,
118.95,,,,
118.967,,,,
118.983,,,,
119.0,,,,
119.017,,,,
119.033,,,,
119.05,,,,
119.067,,,,
119.083,,,,
119.1,,,,
119.117,,,,
119.133,,,,
119.15,,,,
119.167,,,,
119.183,,,,
119.2,,,,
119.217,,,,
119.233,,,,
119.25,,,,
119.267,,,,
119.283,,,,
119.3,,,,
119.317,,,,
119.333,-11.99,-0.118,-0.03786,
119.35,,,,
119.367,,,,
119.383,,,,
119.4,,,,
119.417,,,,
119.433,,,,
119.45,,,,
119.467,,,,
119.483,,,,
119.5,,,,
119.517,,,,
119.533,,,,
119.55,,,,
119.567,,,,
119.583,,,,
119.6,,,,
119.617,,,,
119.633,,,,
119.65,,,,
119.667,,,,
119.683,,,,
119.7,,,,
119.717,,,,
119.733,,,,
119.75,,,,
119.767,,,,
119.783,,,,
119.8,,,,
119.817,,,,
119.833,,,,
119.85,,,,
119.867,,,,
119.883,,,,
119.9,,,,
119.917,,,,
119.933,,,,
119.95,,,,
119.967,,,,
119.983,,,,
120.0,-12.11,-0.133,0.03155,
120.017,,,,
120.033,,,,
120.05,,,,
120.067,,,,
120.083,,,,
120.1,,,,
120.117,,,,
120.133,,,,
120.15,,,,
120.167,,,,
120.183,,,,
120.2,,,,
120.217,,,,
120.233,,,,
120.25,,,,
120.267,,,,
120.283,,,,
120.3,,,,
120.317,,,,
120.333,,,,
120.35,,,,
120.367,,,,
120.383,,,,
120.4,,,,
120.417,,,,
120.433,,,,
120.45,,,,
120.467,,,,
120.483,,,,
120.5,,,,
120.517,,,,
120.533,,,,
120.55,,,,
120.567,,,,
120.583,,,,
120.6,,,,
120.617,,,,
120.633,,,,
120.65,,,,
120.667,-12.17,-0.05889,0.0631,
120.683,,,,
120.7,,,,
120.717,,,,
120.733,,,,
120.75,,,,
120.767,,,,
120.783,,,,
120.8,,,,
120.817,,,,
120.833,,,,
120.85,,,,
120.867,,,,
120.883,,,,
120.9,,,,
120.917,,,,
120.933,,,,
120.95,,,,
120.967,,,,
120.983,,,,
121.0,,,,
121.017,,,,
121.033,,,,
121.05,,,,
121.067,,,,
121.083,,,,
121.1,,,,
121.117,,,,
121.133,,,,
121.15,,,,
121.167,,,,
121.183,,,,
121.2,,,,
121.217,,,,
121.233,,,,
121.25,,,,
121.267,,,,
121.283,,,,
121.3,,,,
121.317,,,,
121.333,-12.19,-0.04417,0.01893,
121.35,,,,
121.367,,,,
121.383,,,,
121.4,,,,
121.417,,,,
121.433,,,,
121.45,,,,
121.467,,,,
121.483,,,,
121.5,,,,
121.517,,,,
121.533,,,,
121.55,,,,
121.567,,,,
121.583,,,,
121.6,,,,
121.617,,,,
121.633,,,,
121.65,,,,
121.667,,,,
121.683,,,,
121.7,,,,
121.717,,,,
121.733,,,,
121.75,,,,
121.767,,,,
121.783,,,,
121.8,,,,
121.817,,,,
121.833,,,,
121.85,,,,
121.867,,,,
121.883,,,,
121.9,,,,
121.917,,,,
121.933,,,,
121.95,,,,
121.967,,,,
121.983,,,,
122.0,-12.23,-0.04417,-0.00631,
122.017,,,,
122.033,,,,
122.05,,,,
122.067,,,,
122.083,,,,
122.1,,,,
122.117,,,,
122.133,,,,
122.15,,,,
122.167,,,,
122.183,,,,
122.2,,,,
122.217,,,,
122.233,,,,
122.25,,,,
122.267,,,,
122.283,,,,
122.3,,,,
122.317,,,,
122.333,,,,
122.35,,,,
122.367,,,,
122.383,,,,
122.4,,,,
122.417,,,,
122.433,,,,
122.45,,,,
122.467,,,,
122.483,,,,
122.5,,,,
122.517,,,,
122.533,,,,
122.55,,,,
122.567,,,,
122.583,,,,
122.6,,,,
122.617,,,,
122.633,,,,
122.65,,,,
122.667,-12.25,-0.04417,-0.01893,
122.683,,,,
122.7,,,,
122.717,,,,
122.733,,,,
122.75,,,,
122.767,,,,
122.783,,,,
122.8,,,,
122.817,,,,
122.833,,,,
122.85,,,,
122.867,,,,
122.883,,,,
122.9,,,,
122.917,,,,
122.933,,,,
122.95,,,,
122.967,,,,
122.983,,,,
123.0,,,,
123.017,,,,
123.033,,,,
123.05,,,,
123.067,,,,
123.083,,,,
123.1,,,,
123.117,,,,
123.133,,,,
123.15,,,,
123.167,,,,
123.183,,,,
123.2,,,,
123.217,,,,
123.233,,,,
123.25,,,,
123.267,,,,
123.283,,,,
123.3,,,,
123.317,,,,
123.333,-12.29,-0.07361,-0.00631,
123.35,,,,
123.367,,,,
123.383,,,,
123.4,,,,
123.417,,,,
123.433,,,,
123.45,,,,
123.467,,,,
123.483,,,,
123.5,,,,
123.517,,,,
123.533,,,,
123.55,,,,
123.567,,,,
123.583,,,,
123.6,,,,
123.617,,,,
123.633,,,,
123.65,,,,
123.667,,,,
123.683,,,,
123.7,,,,
123.717,,,,
123.733,,,,
123.75,,,,
123.767,,,,
123.783,,,,
123.8,,,,
123.817,,,,
123.833,,,,
123.85,,,,
123.867,,,,
123.883,,,,
123.9,,,,
123.917,,,,
123.933,,,,
123.95,,,,
123.967,,,,
123.983,,,,
124.0,-12.35,-0.05889,0.01262,
124.017,,,,
124.033,,,,
124.05,,,,
124.067,,,,
124.083,,,,
124.1,,,,
124.117,,,,
124.133,,,,
124.15,,,,
124.167,,,,
124.183,,,,
124.2,,,,
124.217,,,,
124.233,,,,
124.25,,,,
124.267,,,,
124.283,,,,
124.3,,,,
124.317,,,,
124.333,,,,
124.35,,,,
124.367,,,,
124.383,,,,
124.4,,,,
124.417,,,,
124.433,,,,
124.45,,,,
124.467,,,,
124.483,,,,
124.5,,,,
124.517,,,,
124.533,,,,
124.55,,,,
124.567,,,,
124.583,,,,
124.6,,,,
124.617,,,,
124.633,,,,
124.65,,,,
124.667,-12.37,-0.04417,0.01893,
124.683,,,,
124.7,,,,
124.717,,,,
124.733,,,,
124.75,,,,
124.767,,,,
124.783,,,,
124.8,,,,
124.817,,,,
124.833,,,,
124.85,,,,
124.867,,,,
124.883,,,,
124.9,,,,
124.917,,,,
124.933,,,,
124.95,,,,
124.967,,,,
124.983,,,,
125.0,,,,
125.017,,,,
125.033,,,,
125.05,,,,
125.067,,,,
125.083,,,,
125.1,,,,
125.117,,,,
125.133,,,,
125.15,,,,
125.167,,,,
125.183,,,,
125.2,,,,
125.217,,,,
125.233,,,,
125.25,,,,
125.267,,,,
125.283,,,,
125.3,,,,
125.317,,,,
125.333,-12.41,-0.04417,-0.03155,
125.35,,,,
125.367,,,,
125.383,,,,
125.4,,,,
125.417,,,,
125.433,,,,
125.45,,,,
125.467,,,,
125.483,,,,
125.5,,,,
125.517,,,,
125.533,,,,
125.55,,,,
125.567,,,,
125.583,,,,
125.6,,,,
125.617,,,,
125.633,,,,
125.65,,,,
125.667,,,,
125.683,,,,
125.7,,,,
125.717,,,,
125.733,,,,
125.75,,,,
125.767,,,,
125.783,,,,
125.8,,,,
125.817,,,,
125.833,,,,
125.85,,,,
125.867,,,,
125.883,,,,
125.9,,,,
125.917,,,,
125.933,,,,
125.95,,,,
125.967,,,,
125.983,,,,
126.0,-12.43,-0.07361,-0.03155,
126.017,,,,
126.033,,,,
126.05,,,,
126.067,,,,
126.083,,,,
126.1,,,,
126.117,,,,
126.133,,,,
126.15,,,,
126.167,,,,
126.183,,,,
126.2,,,,
126.217,,,,
126.233,,,,
126.25,,,,
126.267,,,,
126.283,,,,
126.3,,,,
126.317,,,,
126.333,,,,
126.35,,,,
126.367,,,,
126.383,,,,
126.4,,,,
126.417,,,,
126.433,,,,
126.45,,,,
126.467,,,,
126.483,,,,
126.5,,,,
126.517,,,,
126.533,,,,
126.55,,,,
126.567,,,,
126.583,,,,
126.6,,,,
126.617,,,,
126.633,,,,
126.65,,,,
126.667,-12.5,-0.103,0.00631,
126.683,,,,
126.7,,,,
126.717,,,,
126.733,,,,
126.75,,,,
126.767,,,,
126.783,,,,
126.8,,,,
126.817,,,,
126.833,,,,
126.85,,,,
126.867,,,,
126.883,,,,
126.9,,,,
126.917,,,,
126.933,,,,
126.95,,,,
126.967,,,,
126.983,,,,
127.0,,,,
127.017,,,,
127.033,,,,
127.05,,,,
127.067,,,,
127.083,,,,
127.1,,,,
127.117,,,,
127.133,,,,
127.15,,,,
127.167,,,,
127.183,,,,
127.2,,,,
127.217,,,,
127.233,,,,
127.25,,,,
127.267,,,,
127.283,,,,
127.3,,,,
127.317,,,,
127.333,-12.56,-0.05889,0.03786,
127.35,,,,
127.367,,,,
127.383,,,,
127.4,,,,
127.417,,,,
127.433,,,,
127.45,,,,
127.467,,,,
127.483,,,,
127.5,,,,
127.517,,,,
127.533,,,,
127.55,,,,
127.567,,,,
127.583,,,,
127.6,,,,
127.617,,,,
127.633,,,,
127.65,,,,
127.667,,,,
127.683,,,,
127.7,,,,
127.717,,,,
127.733,,,,
127.75,,,,
127.767,,,,
127.783,,,,
127.8,,,,
127.817,,,,
127.833,,,,
127.85,,,,
127.867,,,,
127.883,,,,
127.9,,,,
127.917,,,,
127.933,,,,
127.95,,,,
127.967,,,,
127.983,,,,
128.0,-12.58,-0.04417,0.01893,
128.017,,,,
128.033,,,,
128.05,,,,
128.067,,,,
128.083,,,,
128.1,,,,
128.117,,,,
128.133,,,,
128.15,,,,
128.167,,,,
128.183,,,,
128.2,,,,
128.217,,,,
128.233,,,,
128.25,,,,
128.267,,,,
128.283,,,,
128.3,,,,
128.317,,,,
128.333,,,,
128.35,,,,
128.367,,,,
128.383,,,,
128.4,,,,
128.417,,,,
128.433,,,,
128.45,,,,
128.467,,,,
128.483,,,,
128.5,,,,
128.517,,,,
128.533,,,,
128.55,,,,
128.567,,,,
128.583,,,,
128.6,,,,
128.617,,,,
128.633,,,,
128.65,,,,
128.667,-12.62,-0.04417,0.01893,
128.683,,,,
128.7,,,,
128.717,,,,
128.733,,,,
128.75,,,,
128.767,,,,
128.783,,,,
128.8,,,,
128.817,,,,
128.833,,,,
128.85,,,,
128.867,,,,
128.883,,,,
128.9,,,,
128.917,,,,
128.933,,,,
128.95,,,,
128.967,,,,
128.983,,,,
129.0,,,,
129.017,,,,
129.033,,,,
129.05,,,,
129.067,,,,
129.083,,,,
129.1,,,,
129.117,,,,
129.133,,,,
129.15,,,,
129.167,,,,
129.183,,,,
129.2,,,,
129.217,,,,
129.233,,,,
129.25,,,,
129.267,,,,
129.283,,,,
129.3,,,,
129.317,,,,
129.333,-12.64,-0.01472,0.03155,
129.35,,,,
129.367,,,,
129.383,,,,
129.4,,,,
129.417,,,,
129.433,,,,
129.45,,,,
129.467,,,,
129.483,,,,
129.5,,,,
129.517,,,,
129.533,,,,
129.55,,,,
129.567,,,,
129.583,,,,
129.6,,,,
129.617,,,,
129.633,,,,
129.65,,,,
129.667,,,,
129.683,,,,
129.7,,,,
129.717,,,,
129.733,,,,
129.75,,,,
129.767,,,,
129.783,,,,
129.8,,,,
129.817,,,,
129.833,,,,
129.85,,,,
129.867,,,,
129.883,,,,
129.9,,,,
129.917,,,,
129.933,,,,
129.95,,,,
129.967,,,,
129.983,,,,
130.0,-12.64,0.0,0.0,
130.017,,,,
130.033,,,,
130.05,,,,
130.067,,,,
130.083,,,,
130.1,,,,
130.117,,,,
130.133,,,,
130.15,,,,
130.167,,,,
130.183,,,,
130.2,,,,
130.217,,,,
130.233,,,,
130.25,,,,
130.267,,,,
130.283,,,,
130.3,,,,
130.317,,,,
130.333,,,,
130.35,,,,
130.367,,,,
130.383,,,,
130.4,,,,
130.417,,,,
130.433,,,,
130.45,,,,
130.467,,,,
130.483,,,,
130.5,,,,
130.517,,,,
130.533,,,,
130.55,,,,
130.567,,,,
130.583,,,,
130.6,,,,
130.617,,,,
130.633,,,,
130.65,,,,
130.667,-12.64,-0.01472,-0.01893,
130.683,,,,
130.7,,,,
130.717,,,,
130.733,,,,
130.75,,,,
130.767,,,,
130.783,,,,
130.8,,,,
130.817,,,,
130.833,,,,
130.85,,,,
130.867,,,,
130.883,,,,
130.9,,,,
130.917,,,,
130.933,,,,
130.95,,,,
130.967,,,,
130.983,,,,
131.0,,,,
131.017,,,,
131.033,,,,
131.05,,,,
131.067,,,,
131.083,,,,
131.1,,,,
131.117,,,,
131.133,,,,
131.15,,,,
131.167,,,,
131.183,,,,
131.2,,,,
131.217,,,,
131.233,,,,
131.25,,,,
131.267,,,,
131.283,,,,
131.3,,,,
131.317,,,,
131.333,-12.66,-0.02945,-0.01262,
131.35,,,,
131.367,,,,
131.383,,,,
131.4,,,,
131.417,,,,
131.433,,,,
131.45,,,,
131.467,,,,
131.483,,,,
131.5,,,,
131.517,,,,
131.533,,,,
131.55,,,,
131.567,,,,
131.583,,,,
131.6,,,,
131.617,,,,
131.633,,,,
131.65,,,,
131.667,,,,
131.683,,,,
131.7,,,,
131.717,,,,
131.733,,,,
131.75,,,,
131.767,,,,
131.783,,,,
131.8,,,,
131.817,,,,
131.833,,,,
131.85,,,,
131.867,,,,
131.883,,,,
131.9,,,,
131.917,,,,
131.933,,,,
131.95,,,,
131.967,,,,
131.983,,,,
132.0,-12.68,-0.02945,-0.01262,
132.017,,,,
132.033,,,,
132.05,,,,
132.067,,,,
132.083,,,,
132.1,,,,
132.117,,,,
132.133,,,,
132.15,,,,
132.167,,,,
132.183,,,,
132.2,,,,
132.217,,,,
132.233,,,,
132.25,,,,
132.267,,,,
132.283,,,,
132.3,,,,
132.317,,,,
132.333,,,,
132.35,,,,
132.367,,,,
132.383,,,,
132.4,,,,
132.417,,,,
132.433,,,,
132.45,,,,
132.467,,,,
132.483,,,,
132.5,,,,
132.517,,,,
132.533,,,,
132.55,,,,
132.567,,,,
132.583,,,,
132.6,,,,
132.617,,,,
132.633,,,,
132.65,,,,
132.667,-12.7,-0.04417,-0.01893,
132.683,,,,
132.7,,,,
132.717,,,,
132.733,,,,
132.75,,,,
132.767,,,,
132.783,,,,
132.8,,,,
132.817,,,,
132.833,,,,
132.85,,,,
132.867,,,,
132.883,,,,
132.9,,,,
132.917,,,,
132.933,,,,
132.95,,,,
132.967,,,,
132.983,,,,
133.0,,,,
133.017,,,,
133.033,,,,
133.05,,,,
133.067,,,,
133.083,,,,
133.1,,,,
133.117,,,,
133.133,,,,
133.15,,,,
133.167,,,,
133.183,,,,
133.2,,,,
133.217,,,,
133.233,,,,
133.25,,,,
133.267,,,,
133.283,,,,
133.3,,,,
133.317,,,,
133.333,-12.74,-0.05889,-0.03786,
133.35,,,,
133.367,,,,
133.383,,,,
133.4,,,,
133.417,,,,
133.433,,,,
133.45,,,,
133.467,,,,
133.483,,,,
133.5,,,,
133.517,,,,
133.533,,,,
133.55,,,,
133.567,,,,
133.583,,,,
133.6,,,,
133.617,,,,
133.633,,,,
133.65,,,,
133.667,,,,
133.683,,,,
133.7,,,,
133.717,,,,
133.733,,,,
133.75,,,,
133.767,,,,
133.783,,,,
133.8,,,,
133.817,,,,
133.833,,,,
133.85,,,,
133.867,,,,
133.883,,,,
133.9,,,,
133.917,,,,
133.933,,,,
133.95,,,,
133.967,,,,
133.983,,,,
134.0,-12.78,-0.08834,0.0,
134.017,,,,
134.033,,,,
134.05,,,,
134.067,,,,
134.083,,,,
134.1,,,,
134.117,,,,
134.133,,,,
134.15,,,,
134.167,,,,
134.183,,,,
134.2,,,,
134.217,,,,
134.233,,,,
134.25,,,,
134.267,,,,
134.283,,,,
134.3,,,,
134.317,,,,
134.333,,,,
134.35,,,,
134.367,,,,
134.383,,,,
134.4,,,,
134.417,,,,
134.433,,,,
134.45,,,,
134.467,,,,
134.483,,,,
134.5,,,,
134.517,,,,
134.533,,,,
134.55,,,,
134.567,,,,
134.583,,,,
134.6,,,,
134.617,,,,
134.633,,,,
134.65,,,,
134.667,-12.86,-0.07361,0.03155,
134.683,,,,
134.7,,,,
134.717,,,,
134.733,,,,
134.75,,,,
134.767,,,,
134.783,,,,
134.8,,,,
134.817,,,,
134.833,,,,
134.85,,,,
134.867,,,,
134.883,,,,
134.9,,,,
134.917,,,,
134.933,,,,
134.95,,,,
134.967,,,,
134.983,,,,
135.0,,,,
135.017,,,,
135.033,,,,
135.05,,,,
135.067,,,,
135.083,,,,
135.1,,,,
135.117,,,,
135.133,,,,
135.15,,,,
135.167,,,,
135.183,,,,
135.2,,,,
135.217,,,,
135.233,,,,
135.25,,,,
135.267,,,,
135.283,,,,
135.3,,,,
135.317,,,,
135.333,-12.88,-0.02945,0.03786,
135.35,,,,
135.367,,,,
135.383,,,,
135.4,,,,
135.417,,,,
135.433,,,,
135.45,,,,
135.467,,,,
135.483,,,,
135.5,,,,
135.517,,,,
135.533,,,,
135.55,,,,
135.567,,,,
135.583,,,,
135.6,,,,
135.617,,,,
135.633,,,,
135.65,,,,
135.667,,,,
135.683,,,,
135.7,,,,
135.717,,,,
135.733,,,,
135.75,,,,
135.767,,,,
135.783,,,,
135.8,,,,
135.817,,,,
135.833,,,,
135.85,,,,
135.867,,,,
135.883,,,,
135.9,,,,
135.917,,,,
135.933,,,,
135.95,,,,
135.967,,,,
135.983,,,,
136.0,-12.9,-0.02945,-0.02524,
136.017,,,,
136.033,,,,
136.05,,,,
136.067,,,,
136.083,,,,
136.1,,,,
136.117,,,,
136.133,,,,
136.15,,,,
136.167,,,,
136.183,,,,
136.2,,,,
136.217,,,,
136.233,,,,
136.25,,,,
136.267,,,,
136.283,,,,
136.3,,,,
136.317,,,,
136.333,,,,
136.35,,,,
136.367,,,,
136.383,,,,
136.4,,,,
136.417,,,,
136.433,,,,
136.45,,,,
136.467,,,,
136.483,,,,
136.5,,,,
136.517,,,,
136.533,,,,
136.55,,,,
136.567,,,,
136.583,,,,
136.6,,,,
136.617,,,,
136.633,,,,
136.65,,,,
136.667,-12.92,-0.05889,-0.03786,
136.683,,,,
136.7,,,,
136.717,,,,
136.733,,,,
136.75,,,,
136.767,,,,
136.783,,,,
136.8,,,,
136.817,,,,
136.833,,,,
136.85,,,,
136.867,,,,
136.883,,,,
136.9,,,,
136.917,,,,
136.933,,,,
136.95,,,,
136.967,,,,
136.983,,,,
137.0,,,,
137.017,,,,
137.033,,,,
137.05,,,,
137.067,,,,
137.083,,,,
137.1,,,,
137.117,,,,
137.133,,,,
137.15,,,,
137.167,,,,
137.183,,,,
137.2,,,,
137.217,,,,
137.233,,,,
137.25,,,,
137.267,,,,
137.283,,,,
137.3,,,,
137.317,,,,
137.333,-12.98,-0.08834,-0.01262,
137.35,,,,
137.367,,,,
137.383,,,,
137.4,,,,
137.417,,,,
137.433,,,,
137.45,,,,
137.467,,,,
137.483,,,,
137.5,,,,
137.517,,,,
137.533,,,,
137.55,,,,
137.567,,,,
137.583,,,,
137.6,,,,
137.617,,,,
137.633,,,,
137.65,,,,
137.667,,,,
137.683,,,,
137.7,,,,
137.717,,,,
137.733,,,,
137.75,,,,
137.767,,,,
137.783,,,,
137.8,,,,
137.817,,,,
137.833,,,,
137.85,,,,
137.867,,,,
137.883,,,,
137.9,,,,
137.917,,,,
137.933,,,,
137.95,,,,
137.967,,,,
137.983,,,,
138.0,-13.03,-0.07361,-0.01893,
138.017,,,,
138.033,,,,
138.05,,,,
138.067,,,,
138.083,,,,
138.1,,,,
138.117,,,,
138.133,,,,
138.15,,,,
138.167,,,,
138.183,,,,
138.2,,,,
138.217,,,,
138.233,,,,
138.25,,,,
138.267,,,,
138.283,,,,
138.3,,,,
138.317,,,,
138.333,,,,
138.35,,,,
138.367,,,,
138.383,,,,
138.4,,,,
138.417,,,,
138.433,,,,
138.45,,,,
138.467,,,,
138.483,,,,
138.5,,,,
138.517,,,,
138.533,,,,
138.55,,,,
138.567,,,,
138.583,,,,
138.6,,,,
138.617,,,,
138.633,,,,
138.65,,,,
138.667,-13.07,-0.103,-0.00631,
138.683,,,,
138.7,,,,
138.717,,,,
138.733,,,,
138.75,,,,
138.767,,,,
138.783,,,,
138.8,,,,
138.817,,,,
138.833,,,,
138.85,,,,
138.867,,,,
138.883,,,,
138.9,,,,
138.917,,,,
138.933,,,,
138.95,,,,
138.967,,,,
138.983,,,,
139.0,,,,
139.017,,,,
139.033,,,,
139.05,,,,
139.067,,,,
139.083,,,,
139.1,,,,
139.117,,,,
139.133,,,,
139.15,,,,
139.167,,,,
139.183,,,,
139.2,,,,
139.217,,,,
139.233,,,,
139.25,,,,
139.267,,,,
139.283,,,,
139.3,,,,
139.317,,,,
139.333,-13.17,-0.103,0.03155,
139.35,,,,
139.367,,,,
139.383,,,,
139.4,,,,
139.417,,,,
139.433,,,,
139.45,,,,
139.467,,,,
139.483,,,,
139.5,,,,
139.517,,,,
139.533,,,,
139.55,,,,
139.567,,,,
139.583,,,,
139.6,,,,
139.617,,,,
139.633,,,,
139.65,,,,
139.667,,,,
139.683,,,,
139.7,,,,
139.717,,,,
139.733,,,,
139.75,,,,
139.767,,,,
139.783,,,,
139.8,,,,
139.817,,,,
139.833,,,,
139.85,,,,
139.867,,,,
139.883,,,,
